LAT,LON,total_fCO2_obs,total_SST_obs,total_salinity_obs,months_with_data,total_cruises
-37.125,177.125,85,85,85,13,13
23.375,-17.625,85,85,85,3,4
56.875,-155.625,84,84,84,5,6
70.625,10.875,84,84,84,1,1
70.375,20.125,84,84,84,4,4
40.375,-11.125,84,84,84,1,1
32.625,128.625,84,84,84,2,2
56.375,-155.375,84,84,84,3,4
-31.625,16.125,84,84,84,2,2
52.375,-137.875,84,84,84,2,2
54.125,-161.875,84,84,84,6,6
-9.625,143.375,84,84,84,1,1
69.875,-85.875,84,84,84,1,1
40.125,-9.875,84,84,84,2,2
16.625,-101.375,84,84,84,7,9
66.375,6.375,84,84,84,1,1
35.125,-121.125,84,84,84,1,1
76.875,32.375,84,84,84,1,1
73.875,-146.875,84,84,84,2,2
78.875,7.375,84,84,84,2,2
56.125,-154.375,84,84,84,4,6
-30.875,114.875,84,84,84,1,1
-13.375,123.125,84,84,84,2,2
-13.125,124.375,84,84,84,2,2
34.875,-121.375,84,84,84,2,2
-4.375,-32.625,84,84,84,1,2
71.125,20.875,84,84,84,3,3
54.625,-160.125,84,84,84,4,5
49.625,-11.125,84,84,84,1,2
52.875,172.625,84,84,84,1,1
-65.125,138.375,84,84,84,1,1
62.125,-71.875,84,84,84,1,1
58.875,-170.375,84,84,84,2,2
64.125,-6.625,84,84,84,1,1
51.625,-13.125,84,84,84,3,3
56.875,18.875,84,84,84,14,14
-23.875,154.125,84,84,84,10,10
59.125,-149.375,84,84,84,2,3
66.625,-11.375,84,84,84,1,1
-43.375,173.375,84,84,84,7,7
-43.375,174.875,84,84,84,2,2
-64.625,115.375,84,84,84,1,1
20.375,-74.125,84,84,84,6,7
46.875,-125.125,84,84,84,5,6
72.375,-155.625,84,84,84,3,3
-64.875,113.375,84,84,84,1,1
-39.375,178.375,84,84,84,2,2
60.625,3.375,84,84,84,2,2
-65.125,-65.125,84,84,84,3,3
55.125,-9.375,84,84,84,3,3
33.125,-118.875,84,84,84,6,7
58.125,-151.875,84,84,84,4,4
57.375,-143.625,84,84,84,3,3
64.875,23.125,83,83,83,2,4
58.375,-167.125,83,83,83,6,7
29.125,-88.625,83,83,83,1,1
36.625,-122.625,83,83,83,2,2
10.125,-79.625,83,83,83,5,5
27.125,-83.625,83,83,83,3,3
-13.125,122.125,83,83,83,1,1
-10.875,-34.625,83,83,83,4,5
43.125,-69.125,83,83,83,3,3
21.125,-73.875,83,83,83,6,6
55.375,-8.625,83,83,83,2,2
70.625,11.875,83,83,83,1,1
56.375,-166.125,83,83,83,5,5
73.625,-147.375,83,83,83,2,2
72.625,33.625,83,83,83,2,2
-11.875,-35.125,83,83,83,4,5
15.875,-100.125,83,83,83,6,6
40.125,-69.625,83,83,83,3,4
43.125,-127.875,83,83,83,3,3
51.625,1.125,83,83,83,1,1
-14.375,121.625,83,83,83,2,2
-1.625,152.625,83,83,83,11,11
57.875,-9.125,83,83,83,2,2
39.375,-124.625,83,83,83,3,4
33.625,-120.375,83,83,83,3,5
61.375,-25.375,83,83,83,1,1
75.375,10.125,83,83,83,1,1
-68.375,-77.625,83,83,83,2,2
39.875,-69.625,83,83,83,2,2
33.375,136.625,83,83,83,3,3
20.125,-73.125,83,83,83,11,17
45.625,141.375,83,83,83,2,2
-68.375,8.375,83,83,83,1,1
-8.375,-33.375,83,83,83,4,5
40.625,142.625,83,83,83,1,1
40.625,136.375,83,83,83,2,2
23.375,-78.875,83,83,83,10,13
-62.875,-60.125,83,83,83,4,4
43.375,-66.625,83,83,83,2,2
-74.375,-105.875,83,83,83,3,3
-61.875,-61.125,83,83,83,5,5
39.125,-10.875,83,83,83,1,1
61.875,-25.125,83,83,83,1,1
74.625,26.125,83,83,83,1,1
-66.625,140.125,82,82,82,1,1
56.125,-6.625,82,82,82,3,3
59.375,20.125,82,82,82,4,5
71.625,-129.875,82,82,82,1,1
77.125,30.125,82,82,82,1,1
71.125,12.875,82,82,82,2,2
48.875,-130.375,82,82,82,3,4
-24.875,153.875,82,82,82,9,9
-68.375,10.625,82,82,82,1,1
40.375,-13.375,82,82,82,2,2
-65.125,143.125,82,82,82,2,2
25.125,-77.625,82,82,82,2,4
49.375,-11.375,82,82,82,1,2
-24.625,153.875,82,82,82,9,9
-64.375,144.625,82,82,82,2,2
60.625,-65.875,82,82,82,1,1
44.625,-60.625,82,82,82,2,2
44.625,-50.625,82,82,82,2,2
12.625,-78.125,82,82,82,5,5
55.125,-8.875,82,82,82,4,4
72.375,-150.875,82,82,82,2,2
27.625,-14.375,82,82,82,1,1
59.875,-145.125,82,82,82,3,3
33.625,-120.125,82,82,82,3,4
-23.625,112.375,82,82,82,1,1
-44.875,143.125,82,82,82,3,3
-45.125,142.875,82,82,82,3,3
-34.625,169.625,82,82,82,9,9
-49.625,169.375,82,82,82,1,1
-67.375,77.375,82,82,82,2,2
54.125,-164.125,82,82,82,6,6
45.125,-55.125,82,82,82,2,2
45.125,-55.375,82,82,82,2,2
19.125,-66.375,82,82,82,6,6
45.625,-9.125,82,82,82,1,1
74.625,16.875,82,82,82,2,2
60.875,0.375,82,82,82,2,2
36.625,-122.875,82,82,82,3,3
-34.125,29.125,82,82,82,1,1
74.625,32.375,82,82,82,2,2
43.125,-124.875,82,82,82,3,3
63.125,-166.625,82,82,82,3,3
28.375,-85.125,82,82,82,2,4
49.875,-1.375,82,82,82,6,6
15.875,-76.375,82,82,82,5,5
54.625,-166.625,82,82,82,4,4
38.375,144.875,82,82,82,1,1
7.875,-53.375,82,82,82,1,1
7.875,-50.625,82,82,82,2,4
20.625,-66.875,82,82,82,13,27
47.375,-8.875,82,82,82,3,3
-26.125,112.875,82,82,82,2,2
37.125,-75.125,82,82,82,4,4
71.875,-166.125,82,82,82,4,4
55.125,-165.375,82,82,82,4,4
11.125,-59.375,82,82,82,1,1
69.625,-81.125,81,81,81,1,1
70.625,-146.125,81,81,81,2,2
-46.625,169.625,81,81,81,2,2
39.875,-72.625,81,81,81,2,2
38.875,0.375,81,81,81,1,1
32.125,128.875,81,81,81,1,1
48.875,-12.375,81,81,81,3,3
7.625,-50.625,81,81,81,2,4
-45.625,144.625,81,81,81,2,3
58.875,-152.125,81,81,81,5,5
-48.375,172.125,81,81,81,1,1
50.875,-7.875,81,81,81,1,1
51.125,-13.375,81,81,81,3,3
39.875,135.125,81,81,81,1,1
25.875,-79.125,81,81,81,1,1
61.125,-25.125,81,81,81,1,1
-49.625,167.625,81,81,81,1,1
33.125,-12.375,81,81,81,2,2
35.625,-11.125,81,81,81,2,2
39.875,-69.375,81,81,81,2,2
45.125,-9.875,81,81,81,1,1
-44.125,178.875,81,81,81,1,1
40.375,136.125,81,81,81,2,2
-67.375,76.375,81,81,81,1,1
34.125,129.625,81,81,81,2,2
60.125,-146.625,81,81,81,3,3
-10.125,-35.375,81,81,81,1,2
55.625,-157.375,81,81,81,3,3
69.375,9.625,81,81,81,2,2
35.625,-121.625,81,81,81,1,1
57.625,-151.375,81,81,81,5,6
-65.375,144.625,81,81,81,1,1
70.375,16.375,81,81,81,4,4
22.625,-84.125,81,81,81,12,18
-65.875,-65.875,81,81,81,1,1
-22.875,110.125,81,81,81,1,1
32.625,-76.625,81,81,81,2,2
77.625,33.875,81,81,81,1,1
47.875,-6.625,81,81,81,2,2
-10.875,136.625,81,81,81,1,1
55.625,-158.625,81,81,81,3,3
55.375,-7.625,81,81,81,2,2
-32.375,115.125,81,81,81,2,2
-65.125,109.875,80,80,80,1,1
-63.875,143.875,80,80,80,1,1
49.125,-130.625,80,80,80,4,5
54.375,11.375,80,80,80,7,7
42.625,-70.125,80,80,80,2,2
70.625,-162.375,80,80,80,3,4
70.625,-162.625,80,80,80,4,6
55.375,-57.625,80,80,80,1,1
80.125,29.375,80,80,80,1,1
-11.125,-36.375,80,80,80,1,1
42.625,-68.625,80,80,80,1,1
60.875,3.875,80,80,80,2,2
55.375,-165.625,80,80,80,5,5
45.625,-128.625,80,80,80,4,4
16.625,-75.875,80,80,80,6,6
45.625,-126.875,80,80,80,1,1
-44.375,176.875,80,80,80,1,1
42.125,139.125,80,80,80,2,2
44.625,-60.375,80,80,80,2,2
44.625,-61.625,80,80,80,2,2
44.625,-50.375,80,80,80,2,2
38.125,-10.625,80,80,80,1,1
62.625,-72.625,80,80,80,1,1
42.375,-11.875,80,80,80,1,1
-67.125,-74.875,80,80,80,1,1
15.625,-99.875,80,80,80,7,9
70.375,31.375,80,80,80,2,2
6.875,-51.375,80,80,80,2,4
43.625,-66.625,80,80,80,1,1
-68.125,-67.625,80,80,80,3,3
-72.375,-104.625,80,80,80,2,2
38.625,0.125,80,80,80,1,1
-21.625,114.375,80,80,80,1,1
70.125,5.625,80,80,80,1,1
-34.375,151.375,80,80,80,1,1
29.125,-94.375,80,80,80,1,1
72.875,28.375,80,80,80,1,1
31.875,128.875,80,80,80,1,1
22.125,-73.375,80,80,80,6,6
-27.125,155.625,80,80,80,1,1
40.125,-125.125,80,80,80,2,2
40.625,2.125,80,80,80,1,1
50.875,-7.625,80,80,80,2,2
37.625,-74.625,80,80,80,1,1
-65.875,149.625,80,80,80,1,1
31.875,129.125,80,80,80,2,2
-21.625,111.875,80,80,80,1,1
-23.125,-42.125,80,80,80,3,4
47.125,-6.625,80,80,80,3,3
21.875,-73.375,80,80,80,6,6
56.375,-8.375,80,80,80,2,2
46.875,-8.125,80,80,80,2,2
71.125,22.375,80,80,80,4,4
25.375,-78.125,79,79,79,1,1
78.875,8.625,79,79,79,1,1
-62.125,-60.625,79,79,79,2,2
-32.625,114.625,79,79,79,1,1
-63.625,-56.375,79,79,79,1,1
-74.375,-106.375,79,79,79,3,3
69.375,-100.375,79,79,79,2,2
-12.875,126.875,79,79,79,2,2
23.125,-73.125,79,79,79,5,5
40.125,145.625,79,79,79,3,3
72.625,-155.375,79,79,79,2,2
40.875,143.375,79,79,79,6,7
25.875,-15.625,79,79,79,3,4
33.375,-119.125,79,79,79,2,3
61.125,-25.375,79,79,79,1,1
75.875,25.625,79,79,79,2,2
46.625,-4.625,79,79,79,1,1
-35.375,174.625,79,79,79,10,10
64.625,23.125,79,79,79,4,5
-34.625,29.625,79,79,79,1,1
46.875,-4.625,79,79,79,2,2
70.625,18.875,79,79,79,2,2
51.125,-164.125,79,79,79,1,1
-24.375,154.125,79,79,79,8,8
-44.375,149.125,79,79,79,1,1
-44.125,145.875,79,79,79,2,2
33.375,-75.875,79,79,79,2,2
37.375,133.125,79,79,79,1,1
55.625,-9.375,79,79,79,3,3
-8.875,-33.625,79,79,79,4,5
-65.375,149.625,79,79,79,1,1
40.625,2.375,79,79,79,1,1
68.375,-167.125,79,79,79,4,4
39.875,-67.375,79,79,79,2,2
64.875,4.375,79,79,79,3,3
-68.375,10.875,79,79,79,1,1
47.125,-3.375,79,79,79,2,2
34.625,138.375,79,79,79,7,8
73.375,13.875,79,79,79,2,2
-49.375,168.125,79,79,79,1,1
53.375,-10.375,79,79,79,4,4
63.875,-167.875,79,79,79,4,6
-42.875,176.625,79,79,79,1,1
47.875,-8.625,79,79,79,1,1
71.875,32.125,79,79,79,2,2
-2.625,152.625,79,79,79,13,16
19.625,-19.625,79,79,79,3,4
-67.375,30.125,79,79,79,1,1
36.375,132.375,79,79,79,1,1
52.375,-138.125,79,79,79,2,2
46.875,-3.625,79,79,79,1,1
-43.875,146.125,79,79,79,2,2
-68.625,-80.125,78,78,78,2,2
33.625,-119.875,78,78,78,2,3
55.375,-9.625,78,78,78,3,3
44.875,-125.125,78,78,78,4,5
51.125,-6.625,78,78,78,1,1
37.875,-10.625,78,78,78,1,1
34.375,-8.125,78,78,78,5,6
48.875,-11.125,78,78,78,1,1
19.875,-71.875,78,78,78,8,12
66.375,11.625,78,78,78,3,3
-17.875,147.125,78,78,78,1,1
-62.625,-57.875,78,78,78,1,1
71.625,8.625,78,78,78,1,1
44.625,-51.375,78,78,78,2,2
66.625,10.875,78,78,78,2,2
-66.125,146.625,78,78,78,2,2
-65.625,151.625,78,78,78,1,1
-37.375,-53.625,78,78,78,1,1
41.875,-126.625,78,78,78,2,2
72.625,15.625,78,78,78,3,3
41.875,139.375,78,78,78,2,2
58.375,-151.375,78,78,78,2,2
55.625,-157.625,78,78,78,4,5
35.625,-6.375,78,78,78,5,5
25.375,-16.125,78,78,78,3,4
-38.125,-57.125,78,78,78,2,2
54.375,-155.125,78,78,78,1,1
62.625,-167.125,78,78,78,6,6
53.875,-157.875,78,78,78,2,2
59.875,-171.375,78,78,78,2,2
17.625,-103.125,78,78,78,8,9
59.125,-148.375,78,78,78,3,3
67.625,-168.625,78,78,78,6,6
14.625,-77.125,78,78,78,6,6
34.125,138.375,78,78,78,11,14
54.875,-9.625,78,78,78,3,3
54.875,-161.375,78,78,78,2,2
54.875,-158.625,78,78,78,4,4
70.375,31.125,78,78,78,2,2
32.625,134.875,78,78,78,5,5
-64.375,-65.625,78,78,78,5,5
-42.375,175.875,78,78,78,1,1
70.125,18.125,78,78,78,4,4
24.625,-79.375,78,78,78,4,4
-64.625,138.375,78,78,78,1,1
36.875,132.875,78,78,78,1,1
74.625,-137.125,78,78,78,2,2
65.375,24.125,78,78,78,2,5
26.375,-83.125,77,77,77,1,1
28.125,-15.375,77,77,77,2,2
66.125,10.875,77,77,77,1,1
51.875,-6.375,77,77,77,2,2
59.625,-145.375,77,77,77,3,3
33.625,-8.875,77,77,77,5,6
45.625,-127.625,77,77,77,3,4
72.125,20.125,77,77,77,4,4
43.875,-68.125,77,77,77,4,4
71.125,-160.625,77,77,77,4,4
27.125,-14.375,77,77,77,5,6
46.125,-125.125,77,77,77,4,4
17.625,-103.375,77,77,77,8,9
26.125,-15.375,77,77,77,3,4
40.625,-9.875,77,77,77,2,2
42.125,-11.875,77,77,77,1,1
50.125,-9.125,77,77,77,2,2
-42.875,175.625,77,77,77,1,1
-67.875,-76.125,77,77,77,2,2
39.875,143.875,77,77,77,2,2
-25.625,112.625,77,77,77,2,2
72.375,23.375,77,77,77,3,3
54.125,-12.875,77,77,77,1,1
45.875,-127.375,77,77,77,4,4
60.375,-172.125,77,77,77,1,1
70.625,-136.625,77,77,77,1,1
19.875,-68.375,77,77,77,4,6
25.625,-84.125,77,77,77,1,1
-65.375,140.875,77,77,77,1,1
44.875,-8.875,77,77,77,2,2
-64.125,114.125,77,77,77,2,2
25.875,-84.125,77,77,77,1,1
45.125,-54.875,77,77,77,2,2
22.375,-73.375,77,77,77,5,5
71.375,18.875,77,77,77,4,4
-5.625,-33.125,77,77,77,1,2
55.875,-8.125,77,77,77,3,3
-38.875,149.125,77,77,77,14,14
44.625,-126.125,77,77,77,2,2
33.875,130.125,77,77,77,1,1
-59.125,-62.625,77,77,77,5,6
-31.875,16.375,77,77,77,2,2
6.125,-51.625,77,77,77,1,2
32.125,-77.375,77,77,77,2,2
41.375,-124.625,77,77,77,1,1
56.875,-153.375,77,77,77,3,3
77.375,27.625,77,77,77,2,2
48.625,-12.375,77,77,77,2,2
-65.125,110.375,77,77,77,1,1
57.875,-151.625,77,77,77,3,3
8.375,-84.625,77,77,77,8,8
54.625,-157.625,77,77,77,4,4
62.625,-166.875,77,77,77,4,4
8.375,-79.375,77,77,77,6,6
8.375,-55.375,77,77,77,1,1
69.375,8.625,77,77,77,1,1
20.375,-107.875,77,77,77,7,9
44.625,-61.875,77,77,77,2,2
76.375,37.625,77,77,77,2,2
-43.125,179.875,77,77,77,1,1
-53.125,-67.125,77,77,77,10,15
19.875,-107.125,77,77,77,4,5
-65.875,147.875,77,77,77,2,2
43.875,-128.375,76,76,76,3,3
71.375,-91.625,76,76,76,1,1
53.125,-11.875,76,76,76,3,3
-74.125,-106.875,76,76,76,3,3
20.875,-108.625,76,76,76,7,9
52.625,-11.875,76,76,76,2,2
68.125,-168.875,76,76,76,2,2
72.375,-133.625,76,76,76,2,2
-4.875,-32.875,76,76,76,1,2
56.375,-7.625,76,76,76,4,5
19.375,-74.625,76,76,76,6,9
42.625,-125.125,76,76,76,3,3
44.625,-61.375,76,76,76,2,2
19.375,-82.125,76,76,76,10,15
